KEGGID	ENTREZID	DESCRPTION
14822	hsa04610	5340	Complement and coagulation cascades
14823	hsa04610	5345	Complement and coagulation cascades
14824	hsa04610	5624	Complement and coagulation cascades
14825	hsa04610	5627	Complement and coagulation cascades
14826	hsa04610	5648	Complement and coagulation cascades
14827	hsa04610	623	Complement and coagulation cascades
14828	hsa04610	624	Complement and coagulation cascades
14829	hsa04610	629	Complement and coagulation cascades
14830	hsa04610	7035	Complement and coagulation cascades
14831	hsa04610	7056	Complement and coagulation cascades
14832	hsa04610	710	Complement and coagulation cascades
14833	hsa04610	712	Complement and coagulation cascades
14834	hsa04610	713	Complement and coagulation cascades
14835	hsa04610	714	Complement and coagulation cascades
14836	hsa04610	715	Complement and coagulation cascades
14837	hsa04610	716	Complement and coagulation cascades
14838	hsa04610	717	Complement and coagulation cascades
14839	hsa04610	718	Complement and coagulation cascades
14840	hsa04610	719	Complement and coagulation cascades
14841	hsa04610	720	Complement and coagulation cascades
14842	hsa04610	721	Complement and coagulation cascades
14843	hsa04610	722	Complement and coagulation cascades
14844	hsa04610	725	Complement and coagulation cascades
14845	hsa04610	727	Complement and coagulation cascades
14846	hsa04610	728	Complement and coagulation cascades
14847	hsa04610	729	Complement and coagulation cascades
14848	hsa04610	730	Complement and coagulation cascades
14849	hsa04610	731	Complement and coagulation cascades
14850	hsa04610	732	Complement and coagulation cascades
14851	hsa04610	733	Complement and coagulation cascades
14852	hsa04610	735	Complement and coagulation cascades
14853	hsa04610	7448	Complement and coagulation cascades
14854	hsa04610	7450	Complement and coagulation cascades
14855	hsa04610	81494	Complement and coagulation cascades
14856	hsa04610	9002	Complement and coagulation cascades
14857	hsa04610	966	Complement and coagulation cascades
14858	hsa04611	10000	Platelet activation
14859	hsa04611	100137049	Platelet activation
14860	hsa04611	10125	Platelet activation
14861	hsa04611	10235	Platelet activation
14862	hsa04611	103910	Platelet activation
14863	hsa04611	10627	Platelet activation
14864	hsa04611	10672	Platelet activation
14865	hsa04611	107	Platelet activation
14866	hsa04611	108	Platelet activation
14867	hsa04611	109	Platelet activation
14868	hsa04611	111	Platelet activation
14869	hsa04611	112	Platelet activation
14870	hsa04611	113	Platelet activation
14871	hsa04611	114	Platelet activation
14872	hsa04611	115	Platelet activation
14873	hsa04611	123745	Platelet activation
14874	hsa04611	1277	Platelet activation
14875	hsa04611	1278	Platelet activation
14876	hsa04611	1281	Platelet activation
14877	hsa04611	1432	Platelet activation
14878	hsa04611	146850	Platelet activation
14879	hsa04611	196883	Platelet activation
14880	hsa04611	207	Platelet activation
14881	hsa04611	208	Platelet activation
14882	hsa04611	2147	Platelet activation
14883	hsa04611	2149	Platelet activation
14884	hsa04611	2207	Platelet activation
14885	hsa04611	2212	Platelet activation
14886	hsa04611	2243	Platelet activation
14887	hsa04611	2244	Platelet activation
14888	hsa04611	2266	Platelet activation
14889	hsa04611	23236	Platelet activation
14890	hsa04611	23365	Platelet activation
14891	hsa04611	23533	Platelet activation
14892	hsa04611	2534	Platelet activation
14893	hsa04611	255189	Platelet activation
14894	hsa04611	2770	Platelet activation
14895	hsa04611	2771	Platelet activation
14896	hsa04611	2773	Platelet activation
14897	hsa04611	2776	Platelet activation
14898	hsa04611	2778	Platelet activation
14899	hsa04611	2811	Platelet activation
14900	hsa04611	2812	Platelet activation
14901	hsa04611	2814	Platelet activation
14902	hsa04611	2815	Platelet activation
14903	hsa04611	283748	Platelet activation
14904	hsa04611	2909	Platelet activation
14905	hsa04611	2977	Platelet activation
14906	hsa04611	2982	Platelet activation
14907	hsa04611	2983	Platelet activation
14908	hsa04611	340156	Platelet activation
14909	hsa04611	3673	Platelet activation
14910	hsa04611	3674	Platelet activation
14911	hsa04611	3688	Platelet activation
14912	hsa04611	3690	Platelet activation
14913	hsa04611	3708	Platelet activation
14914	hsa04611	3709	Platelet activation
14915	hsa04611	3710	Platelet activation
14916	hsa04611	387	Platelet activation
14917	hsa04611	3937	Platelet activation
14918	hsa04611	4067	Platelet activation
14919	hsa04611	4638	Platelet activation
14920	hsa04611	4659	Platelet activation
14921	hsa04611	4846	Platelet activation
14922	hsa04611	5023	Platelet activation
14923	hsa04611	5028	Platelet activation
14924	hsa04611	51206	Platelet activation
14925	hsa04611	5290	Platelet activation
14926	hsa04611	5291	Platelet activation
14927	hsa04611	5293	Platelet activation
14928	hsa04611	5294	Platelet activation
14929	hsa04611	5295	Platelet activation
14930	hsa04611	5296	Platelet activation
14931	hsa04611	5321	Platelet activation
14932	hsa04611	5330	Platelet activation
14933	hsa04611	5331	Platelet activation
14934	hsa04611	5332	Platelet activation
14935	hsa04611	5336	Platelet activation
14936	hsa04611	54518	Platelet activation
14937	hsa04611	5499	Platelet activation
14938	hsa04611	5500	Platelet activation
14939	hsa04611	5501	Platelet activation
14940	hsa04611	5566	Platelet activation
14941	hsa04611	5567	Platelet activation
14942	hsa04611	5568	Platelet activation
14943	hsa04611	5584	Platelet activation
14944	hsa04611	5590	Platelet activation
14945	hsa04611	5592	Platelet activation
14946	hsa04611	5593	Platelet activation
14947	hsa04611	5594	Platelet activation
14948	hsa04611	5595	Platelet activation
14949	hsa04611	5600	Platelet activation
14950	hsa04611	5603	Platelet activation
14951	hsa04611	5739	Platelet activation
14952	hsa04611	5742	Platelet activation
14953	hsa04611	5906	Platelet activation
14954	hsa04611	5908	Platelet activation
14955	hsa04611	60	Platelet activation
14956	hsa04611	6093	Platelet activation
14957	hsa04611	6300	Platelet activation
14958	hsa04611	64805	Platelet activation
14959	hsa04611	6714	Platelet activation
14960	hsa04611	6786	Platelet activation
14961	hsa04611	6850	Platelet activation
14962	hsa04611	6915	Platelet activation
14963	hsa04611	6916	Platelet activation
14964	hsa04611	695	Platelet activation
14965	hsa04611	7094	Platelet activation
14966	hsa04611	71	Platelet activation
14967	hsa04611	7408	Platelet activation
14968	hsa04611	7450	Platelet activation
14969	hsa04611	83660	Platelet activation
14970	hsa04611	83706	Platelet activation
14971	hsa04611	84876	Platelet activation
14972	hsa04611	8503	Platelet activation
14973	hsa04611	85366	Platelet activation
14974	hsa04611	8605	Platelet activation
14975	hsa04611	8673	Platelet activation
14976	hsa04611	8681	Platelet activation
14977	hsa04611	8773	Platelet activation
14978	hsa04611	9002	Platelet activation
14979	hsa04611	9138	Platelet activation
14980	hsa04611	91807	Platelet activation
14981	hsa04611	9475	Platelet activation
14982	hsa04612	100132285	Antigen processing and presentation
14983	hsa04612	10197	Antigen processing and presentation
14984	hsa04612	10437	Antigen processing and presentation
14985	hsa04612	115653	Antigen processing and presentation
14986	hsa04612	1385	Antigen processing and presentation
14987	hsa04612	1508	Antigen processing and presentation
14988	hsa04612	1514	Antigen processing and presentation
14989	hsa04612	1520	Antigen processing and presentation
14990	hsa04612	2923	Antigen processing and presentation
14991	hsa04612	3105	Antigen processing and presentation
14992	hsa04612	3106	Antigen processing and presentation
14993	hsa04612	3107	Antigen processing and presentation
14994	hsa04612	3108	Antigen processing and presentation
14995	hsa04612	3109	Antigen processing and presentation
14996	hsa04612	3111	Antigen processing and presentation
14997	hsa04612	3112	Antigen processing and presentation
14998	hsa04612	3113	Antigen processing and presentation
14999	hsa04612	3115	Antigen processing and presentation
15000	hsa04612	3117	Antigen processing and presentation
15001	hsa04612	3118	Antigen processing and presentation
15002	hsa04612	3119	Antigen processing and presentation
15003	hsa04612	3122	Antigen processing and presentation
15004	hsa04612	3123	Antigen processing and presentation
15005	hsa04612	3125	Antigen processing and presentation
15006	hsa04612	3126	Antigen processing and presentation
15007	hsa04612	3127	Antigen processing and presentation
15008	hsa04612	3133	Antigen processing and presentation
15009	hsa04612	3134	Antigen processing and presentation
15010	hsa04612	3135	Antigen processing and presentation
15011	hsa04612	3303	Antigen processing and presentation
15012	hsa04612	3304	Antigen processing and presentation
15013	hsa04612	3305	Antigen processing and presentation
15014	hsa04612	3306	Antigen processing and presentation
15015	hsa04612	3308	Antigen processing and presentation
15016	hsa04612	3309	Antigen processing and presentation
15017	hsa04612	3310	Antigen processing and presentation
15018	hsa04612	3312	Antigen processing and presentation
15019	hsa04612	3320	Antigen processing and presentation
15020	hsa04612	3326	Antigen processing and presentation
15021	hsa04612	3458	Antigen processing and presentation
15022	hsa04612	3802	Antigen processing and presentation
15023	hsa04612	3803	Antigen processing and presentation
15024	hsa04612	3804	Antigen processing and presentation
15025	hsa04612	3805	Antigen processing and presentation
15026	hsa04612	3806	Antigen processing and presentation
15027	hsa04612	3808	Antigen processing and presentation
15028	hsa04612	3809	Antigen processing and presentation
15029	hsa04612	3810	Antigen processing and presentation
15030	hsa04612	3811	Antigen processing and presentation
15031	hsa04612	3812	Antigen processing and presentation
15032	hsa04612	3821	Antigen processing and presentation
15033	hsa04612	3822	Antigen processing and presentation
15034	hsa04612	3823	Antigen processing and presentation
15035	hsa04612	3824	Antigen processing and presentation
15036	hsa04612	4261	Antigen processing and presentation
15037	hsa04612	4800	Antigen processing and presentation
15038	hsa04612	4801	Antigen processing and presentation
15039	hsa04612	4802	Antigen processing and presentation
15040	hsa04612	5641	Antigen processing and presentation
15041	hsa04612	567	Antigen processing and presentation
15042	hsa04612	5720	Antigen processing and presentation
15043	hsa04612	5721	Antigen processing and presentation
15044	hsa04612	57292	Antigen processing and presentation
15045	hsa04612	5993	Antigen processing and presentation
15046	hsa04612	5994	Antigen processing and presentation
15047	hsa04612	6890	Antigen processing and presentation
15048	hsa04612	6891	Antigen processing and presentation
15049	hsa04612	6892	Antigen processing and presentation
15050	hsa04612	7124	Antigen processing and presentation
15051	hsa04612	811	Antigen processing and presentation
15052	hsa04612	821	Antigen processing and presentation
15053	hsa04612	8302	Antigen processing and presentation
15054	hsa04612	8625	Antigen processing and presentation
15055	hsa04612	920	Antigen processing and presentation
15056	hsa04612	925	Antigen processing and presentation
15057	hsa04612	926	Antigen processing and presentation
15058	hsa04612	927	Antigen processing and presentation
15059	hsa04612	972	Antigen processing and presentation
15060	hsa04613	10000	Neutrophil extracellular trap formation
15061	hsa04613	10013	Neutrophil extracellular trap formation
15062	hsa04613	10014	Neutrophil extracellular trap formation
15063	hsa04613	10105	Neutrophil extracellular trap formation
15064	hsa04613	102723407	Neutrophil extracellular trap formation
15065	hsa04613	102724334	Neutrophil extracellular trap formation
15066	hsa04613	10533	Neutrophil extracellular trap formation
15067	hsa04613	114483833	Neutrophil extracellular trap formation
15068	hsa04613	1182	Neutrophil extracellular trap formation
15069	hsa04613	1183	Neutrophil extracellular trap formation
15070	hsa04613	1184	Neutrophil extracellular trap formation
15071	hsa04613	121504	Neutrophil extracellular trap formation
15072	hsa04613	126961	Neutrophil extracellular trap formation
15073	hsa04613	128312	Neutrophil extracellular trap formation
15074	hsa04613	1378	Neutrophil extracellular trap formation
15075	hsa04613	1379	Neutrophil extracellular trap formation
15076	hsa04613	1432	Neutrophil extracellular trap formation
15077	hsa04613	1511	Neutrophil extracellular trap formation
15078	hsa04613	1535	Neutrophil extracellular trap formation
15079	hsa04613	1536	Neutrophil extracellular trap formation
15080	hsa04613	158983	Neutrophil extracellular trap formation
15081	hsa04613	177	Neutrophil extracellular trap formation
15082	hsa04613	1991	Neutrophil extracellular trap formation
15083	hsa04613	207	Neutrophil extracellular trap formation
15084	hsa04613	208	Neutrophil extracellular trap formation
15085	hsa04613	2209	Neutrophil extracellular trap formation
15086	hsa04613	2212	Neutrophil extracellular trap formation
15087	hsa04613	2214	Neutrophil extracellular trap formation
15088	hsa04613	2215	Neutrophil extracellular trap formation
15089	hsa04613	221613	Neutrophil extracellular trap formation
15090	hsa04613	2243	Neutrophil extracellular trap formation
15091	hsa04613	2244	Neutrophil extracellular trap formation
15092	hsa04613	2266	Neutrophil extracellular trap formation
15093	hsa04613	23236	Neutrophil extracellular trap formation
15094	hsa04613	23569	Neutrophil extracellular trap formation
15095	hsa04613	2357	Neutrophil extracellular trap formation
15096	hsa04613	2358	Neutrophil extracellular trap formation
15097	hsa04613	2359	Neutrophil extracellular trap formation
15098	hsa04613	2475	Neutrophil extracellular trap formation
15099	hsa04613	255626	Neutrophil extracellular trap formation
15100	hsa04613	27180	Neutrophil extracellular trap formation
15101	hsa04613	2811	Neutrophil extracellular trap formation
15102	hsa04613	286436	Neutrophil extracellular trap formation
15103	hsa04613	291	Neutrophil extracellular trap formation
15104	hsa04613	292	Neutrophil extracellular trap formation
15105	hsa04613	293	Neutrophil extracellular trap formation
15106	hsa04613	3012	Neutrophil extracellular trap formation
15107	hsa04613	3013	Neutrophil extracellular trap formation
15108	hsa04613	3014	Neutrophil extracellular trap formation
15109	hsa04613	3015	Neutrophil extracellular trap formation
15110	hsa04613	3017	Neutrophil extracellular trap formation
15111	hsa04613	3018	Neutrophil extracellular trap formation
15112	hsa04613	3020	Neutrophil extracellular trap formation
15113	hsa04613	3021	Neutrophil extracellular trap formation
15114	hsa04613	3065	Neutrophil extracellular trap formation
15115	hsa04613	3066	Neutrophil extracellular trap formation
15116	hsa04613	3146	Neutrophil extracellular trap formation
15117	hsa04613	317772	Neutrophil extracellular trap formation
15118	hsa04613	333932	Neutrophil extracellular trap formation
15119	hsa04613	366	Neutrophil extracellular trap formation
15120	hsa04613	3674	Neutrophil extracellular trap formation
15121	hsa04613	3683	Neutrophil extracellular trap formation
15122	hsa04613	3684	Neutrophil extracellular trap formation
15123	hsa04613	3689	Neutrophil extracellular trap formation
15124	hsa04613	3690	Neutrophil extracellular trap formation
15125	hsa04613	4353	Neutrophil extracellular trap formation
15126	hsa04613	440093	Neutrophil extracellular trap formation
15127	hsa04613	440689	Neutrophil extracellular trap formation
15128	hsa04613	4688	Neutrophil extracellular trap formation
15129	hsa04613	4689	Neutrophil extracellular trap formation
15130	hsa04613	474381	Neutrophil extracellular trap formation
15131	hsa04613	474382	Neutrophil extracellular trap formation
15132	hsa04613	4790	Neutrophil extracellular trap formation
15133	hsa04613	51284	Neutrophil extracellular trap formation
15134	hsa04613	51311	Neutrophil extracellular trap formation
15135	hsa04613	51564	Neutrophil extracellular trap formation
15136	hsa04613	5290	Neutrophil extracellular trap formation
15137	hsa04613	5291	Neutrophil extracellular trap formation
15138	hsa04613	5293	Neutrophil extracellular trap formation
15139	hsa04613	5295	Neutrophil extracellular trap formation
15140	hsa04613	5296	Neutrophil extracellular trap formation
15141	hsa04613	5330	Neutrophil extracellular trap formation
15142	hsa04613	5331	Neutrophil extracellular trap formation
15143	hsa04613	5332	Neutrophil extracellular trap formation
15144	hsa04613	5335	Neutrophil extracellular trap formation
15145	hsa04613	5336	Neutrophil extracellular trap formation
15146	hsa04613	54145	Neutrophil extracellular trap formation
15147	hsa04613	554313	Neutrophil extracellular trap formation
15148	hsa04613	55506	Neutrophil extracellular trap formation
15149	hsa04613	55766	Neutrophil extracellular trap formation
15150	hsa04613	5578	Neutrophil extracellular trap formation
15151	hsa04613	5579	Neutrophil extracellular trap formation
15152	hsa04613	5582	Neutrophil extracellular trap formation
15153	hsa04613	55869	Neutrophil extracellular trap formation
15154	hsa04613	5594	Neutrophil extracellular trap formation
15155	hsa04613	5595	Neutrophil extracellular trap formation
15156	hsa04613	5600	Neutrophil extracellular trap formation
15157	hsa04613	5603	Neutrophil extracellular trap formation
15158	hsa04613	5604	Neutrophil extracellular trap formation
15159	hsa04613	5605	Neutrophil extracellular trap formation
15160	hsa04613	566	Neutrophil extracellular trap formation
15161	hsa04613	5879	Neutrophil extracellular trap formation
15162	hsa04613	5880	Neutrophil extracellular trap formation
15163	hsa04613	5894	Neutrophil extracellular trap formation
15164	hsa04613	5970	Neutrophil extracellular trap formation
15165	hsa04613	60	Neutrophil extracellular trap formation
15166	hsa04613	6300	Neutrophil extracellular trap formation
15167	hsa04613	6403	Neutrophil extracellular trap formation
15168	hsa04613	6404	Neutrophil extracellular trap formation
15169	hsa04613	64581	Neutrophil extracellular trap formation
15170	hsa04613	653361	Neutrophil extracellular trap formation
15171	hsa04613	653604	Neutrophil extracellular trap formation
15172	hsa04613	6714	Neutrophil extracellular trap formation
15173	hsa04613	6850	Neutrophil extracellular trap formation
15174	hsa04613	6885	Neutrophil extracellular trap formation
15175	hsa04613	7097	Neutrophil extracellular trap formation
15176	hsa04613	7099	Neutrophil extracellular trap formation
15177	hsa04613	71	Neutrophil extracellular trap formation
15178	hsa04613	718	Neutrophil extracellular trap formation
15179	hsa04613	723790	Neutrophil extracellular trap formation
15180	hsa04613	727	Neutrophil extracellular trap formation
15181	hsa04613	728	Neutrophil extracellular trap formation
15182	hsa04613	7416	Neutrophil extracellular trap formation
15183	hsa04613	7417	Neutrophil extracellular trap formation
15184	hsa04613	7419	Neutrophil extracellular trap formation
15185	hsa04613	7450	Neutrophil extracellular trap formation
15186	hsa04613	79792	Neutrophil extracellular trap formation
15187	hsa04613	79885	Neutrophil extracellular trap formation
15188	hsa04613	820	Neutrophil extracellular trap formation
15189	hsa04613	8290	Neutrophil extracellular trap formation
15190	hsa04613	8294	Neutrophil extracellular trap formation
15191	hsa04613	8329	Neutrophil extracellular trap formation
15192	hsa04613	8330	Neutrophil extracellular trap formation
15193	hsa04613	8331	Neutrophil extracellular trap formation
15194	hsa04613	8332	Neutrophil extracellular trap formation
15195	hsa04613	8334	Neutrophil extracellular trap formation
15196	hsa04613	8335	Neutrophil extracellular trap formation
15197	hsa04613	8336	Neutrophil extracellular trap formation
15198	hsa04613	8337	Neutrophil extracellular trap formation
15199	hsa04613	8338	Neutrophil extracellular trap formation
15200	hsa04613	8339	Neutrophil extracellular trap formation
15201	hsa04613	834	Neutrophil extracellular trap formation
15202	hsa04613	8340	Neutrophil extracellular trap formation
15203	hsa04613	8341	Neutrophil extracellular trap formation
15204	hsa04613	8342	Neutrophil extracellular trap formation
15205	hsa04613	8343	Neutrophil extracellular trap formation
15206	hsa04613	8344	Neutrophil extracellular trap formation
15207	hsa04613	83447	Neutrophil extracellular trap formation
15208	hsa04613	8345	Neutrophil extracellular trap formation
15209	hsa04613	8346	Neutrophil extracellular trap formation
15210	hsa04613	8347	Neutrophil extracellular trap formation
15211	hsa04613	8348	Neutrophil extracellular trap formation
15212	hsa04613	8349	Neutrophil extracellular trap formation
15213	hsa04613	8350	Neutrophil extracellular trap formation
15214	hsa04613	8351	Neutrophil extracellular trap formation
15215	hsa04613	8352	Neutrophil extracellular trap formation
15216	hsa04613	8353	Neutrophil extracellular trap formation
15217	hsa04613	8354	Neutrophil extracellular trap formation
15218	hsa04613	8355	Neutrophil extracellular trap formation
15219	hsa04613	8356	Neutrophil extracellular trap formation
15220	hsa04613	8357	Neutrophil extracellular trap formation
15221	hsa04613	8358	Neutrophil extracellular trap formation
15222	hsa04613	8359	Neutrophil extracellular trap formation
15223	hsa04613	8360	Neutrophil extracellular trap formation
15224	hsa04613	8361	Neutrophil extracellular trap formation
15225	hsa04613	8362	Neutrophil extracellular trap formation
15226	hsa04613	8363	Neutrophil extracellular trap formation
15227	hsa04613	8364	Neutrophil extracellular trap formation
15228	hsa04613	8365	Neutrophil extracellular trap formation
15229	hsa04613	8366	Neutrophil extracellular trap formation
15230	hsa04613	8367	Neutrophil extracellular trap formation
15231	hsa04613	8368	Neutrophil extracellular trap formation
15232	hsa04613	8369	Neutrophil extracellular trap formation
15233	hsa04613	837	Neutrophil extracellular trap formation
15234	hsa04613	8370	Neutrophil extracellular trap formation
15235	hsa04613	83740	Neutrophil extracellular trap formation
15236	hsa04613	83933	Neutrophil extracellular trap formation
15237	hsa04613	8503	Neutrophil extracellular trap formation
15238	hsa04613	8520	Neutrophil extracellular trap formation
15239	hsa04613	85235	Neutrophil extracellular trap formation
15240	hsa04613	85236	Neutrophil extracellular trap formation
15241	hsa04613	8841	Neutrophil extracellular trap formation
15242	hsa04613	8968	Neutrophil extracellular trap formation
15243	hsa04613	8969	Neutrophil extracellular trap formation
15244	hsa04613	8970	Neutrophil extracellular trap formation
15245	hsa04613	92815	Neutrophil extracellular trap formation
15246	hsa04613	94239	Neutrophil extracellular trap formation
15247	hsa04613	9555	Neutrophil extracellular trap formation
15248	hsa04613	9734	Neutrophil extracellular trap formation
15249	hsa04613	9759	Neutrophil extracellular trap formation
15250	hsa04614	10159	Renin-angiotensin system
15251	hsa04614	116512	Renin-angiotensin system
15252	hsa04614	1215	Renin-angiotensin system
15253	hsa04614	1359	Renin-angiotensin system
15254	hsa04614	1511	Renin-angiotensin system
15255	hsa04614	1636	Renin-angiotensin system
15256	hsa04614	183	Renin-angiotensin system
15257	hsa04614	185	Renin-angiotensin system
15258	hsa04614	186	Renin-angiotensin system
15259	hsa04614	2028	Renin-angiotensin system
15260	hsa04614	290	Renin-angiotensin system
15261	hsa04614	3816	Renin-angiotensin system
15262	hsa04614	3817	Renin-angiotensin system
15263	hsa04614	4012	Renin-angiotensin system
15264	hsa04614	4142	Renin-angiotensin system
15265	hsa04614	4311	Renin-angiotensin system
15266	hsa04614	5476	Renin-angiotensin system
15267	hsa04614	5547	Renin-angiotensin system
15268	hsa04614	5550	Renin-angiotensin system
15269	hsa04614	57486	Renin-angiotensin system
15270	hsa04614	59272	Renin-angiotensin system
15271	hsa04614	5972	Renin-angiotensin system
15272	hsa04614	7064	Renin-angiotensin system
15273	hsa04620	10000	Toll-like receptor signaling pathway
15274	hsa04620	10333	Toll-like receptor signaling pathway
15275	hsa04620	10454	Toll-like receptor signaling pathway
15276	hsa04620	114609	Toll-like receptor signaling pathway
15277	hsa04620	1147	Toll-like receptor signaling pathway
15278	hsa04620	1326	Toll-like receptor signaling pathway
15279	hsa04620	1432	Toll-like receptor signaling pathway
15280	hsa04620	148022	Toll-like receptor signaling pathway
15281	hsa04620	1513	Toll-like receptor signaling pathway
15282	hsa04620	207	Toll-like receptor signaling pathway
15283	hsa04620	208	Toll-like receptor signaling pathway
15284	hsa04620	23118	Toll-like receptor signaling pathway
15285	hsa04620	2353	Toll-like receptor signaling pathway
15286	hsa04620	23643	Toll-like receptor signaling pathway
15287	hsa04620	29110	Toll-like receptor signaling pathway
15288	hsa04620	3439	Toll-like receptor signaling pathway
15289	hsa04620	3440	Toll-like receptor signaling pathway
15290	hsa04620	3441	Toll-like receptor signaling pathway
15291	hsa04620	3442	Toll-like receptor signaling pathway
15292	hsa04620	3443	Toll-like receptor signaling pathway
15293	hsa04620	3444	Toll-like receptor signaling pathway
15294	hsa04620	3445	Toll-like receptor signaling pathway
15295	hsa04620	3446	Toll-like receptor signaling pathway
15296	hsa04620	3447	Toll-like receptor signaling pathway
15297	hsa04620	3448	Toll-like receptor signaling pathway
15298	hsa04620	3449	Toll-like receptor signaling pathway
15299	hsa04620	3451	Toll-like receptor signaling pathway
15300	hsa04620	3452	Toll-like receptor signaling pathway
15301	hsa04620	3454	Toll-like receptor signaling pathway
15302	hsa04620	3455	Toll-like receptor signaling pathway
15303	hsa04620	3456	Toll-like receptor signaling pathway
15304	hsa04620	353376	Toll-like receptor signaling pathway
15305	hsa04620	3551	Toll-like receptor signaling pathway
15306	hsa04620	3553	Toll-like receptor signaling pathway
15307	hsa04620	3569	Toll-like receptor signaling pathway
15308	hsa04620	3576	Toll-like receptor signaling pathway
15309	hsa04620	3592	Toll-like receptor signaling pathway
15310	hsa04620	3593	Toll-like receptor signaling pathway
15311	hsa04620	3627	Toll-like receptor signaling pathway
15312	hsa04620	3654	Toll-like receptor signaling pathway
15313	hsa04620	3661	Toll-like receptor signaling pathway
15314	hsa04620	3663	Toll-like receptor signaling pathway
15315	hsa04620	3665	Toll-like receptor signaling pathway
15316	hsa04620	3725	Toll-like receptor signaling pathway
15317	hsa04620	388372	Toll-like receptor signaling pathway
15318	hsa04620	3929	Toll-like receptor signaling pathway
15319	hsa04620	414062	Toll-like receptor signaling pathway
15320	hsa04620	4283	Toll-like receptor signaling pathway
15321	hsa04620	4615	Toll-like receptor signaling pathway
15322	hsa04620	4790	Toll-like receptor signaling pathway
15323	hsa04620	4792	Toll-like receptor signaling pathway
15324	hsa04620	51135	Toll-like receptor signaling pathway
15325	hsa04620	51284	Toll-like receptor signaling pathway
15326	hsa04620	51311	Toll-like receptor signaling pathway
15327	hsa04620	5290	Toll-like receptor signaling pathway
15328	hsa04620	5291	Toll-like receptor signaling pathway
15329	hsa04620	5293	Toll-like receptor signaling pathway
15330	hsa04620	5295	Toll-like receptor signaling pathway
15331	hsa04620	5296	Toll-like receptor signaling pathway
15332	hsa04620	54106	Toll-like receptor signaling pathway
15333	hsa04620	54472	Toll-like receptor signaling pathway
15334	hsa04620	5594	Toll-like receptor signaling pathway
15335	hsa04620	5595	Toll-like receptor signaling pathway
15336	hsa04620	5599	Toll-like receptor signaling pathway
15337	hsa04620	5600	Toll-like receptor signaling pathway
15338	hsa04620	5601	Toll-like receptor signaling pathway
15339	hsa04620	5602	Toll-like receptor signaling pathway
15340	hsa04620	5603	Toll-like receptor signaling pathway
15341	hsa04620	5604	Toll-like receptor signaling pathway
15342	hsa04620	5605	Toll-like receptor signaling pathway
15343	hsa04620	5606	Toll-like receptor signaling pathway
15344	hsa04620	5608	Toll-like receptor signaling pathway
15345	hsa04620	5609	Toll-like receptor signaling pathway
15346	hsa04620	5879	Toll-like receptor signaling pathway
15347	hsa04620	5970	Toll-like receptor signaling pathway
15348	hsa04620	6300	Toll-like receptor signaling pathway
15349	hsa04620	6348	Toll-like receptor signaling pathway
15350	hsa04620	6349	Toll-like receptor signaling pathway
15351	hsa04620	6351	Toll-like receptor signaling pathway
15352	hsa04620	6352	Toll-like receptor signaling pathway
15353	hsa04620	6373	Toll-like receptor signaling pathway
15354	hsa04620	6416	Toll-like receptor signaling pathway
15355	hsa04620	6696	Toll-like receptor signaling pathway
15356	hsa04620	6772	Toll-like receptor signaling pathway
15357	hsa04620	6885	Toll-like receptor signaling pathway
15358	hsa04620	7096	Toll-like receptor signaling pathway
15359	hsa04620	7097	Toll-like receptor signaling pathway
15360	hsa04620	7098	Toll-like receptor signaling pathway
15361	hsa04620	7099	Toll-like receptor signaling pathway
15362	hsa04620	7100	Toll-like receptor signaling pathway
15363	hsa04620	7124	Toll-like receptor signaling pathway
15364	hsa04620	7187	Toll-like receptor signaling pathway
15365	hsa04620	7189	Toll-like receptor signaling pathway
15366	hsa04620	841	Toll-like receptor signaling pathway
15367	hsa04620	8503	Toll-like receptor signaling pathway
15368	hsa04620	8517	Toll-like receptor signaling pathway
15369	hsa04620	8737	Toll-like receptor signaling pathway
15370	hsa04620	8772	Toll-like receptor signaling pathway
15371	hsa04620	929	Toll-like receptor signaling pathway
15372	hsa04620	941	Toll-like receptor signaling pathway
15373	hsa04620	942	Toll-like receptor signaling pathway
15374	hsa04620	9560	Toll-like receptor signaling pathway
15375	hsa04620	958	Toll-like receptor signaling pathway
15376	hsa04620	9641	Toll-like receptor signaling pathway
15377	hsa04621	10010	NOD-like receptor signaling pathway
15378	hsa04621	100289462	NOD-like receptor signaling pathway
15379	hsa04621	100506742	NOD-like receptor signaling pathway
15380	hsa04621	10059	NOD-like receptor signaling pathway
15381	hsa04621	10135	NOD-like receptor signaling pathway
15382	hsa04621	10379	NOD-like receptor signaling pathway
15383	hsa04621	10392	NOD-like receptor signaling pathway
15384	hsa04621	10454	NOD-like receptor signaling pathway
15385	hsa04621	10616	NOD-like receptor signaling pathway
15386	hsa04621	10628	NOD-like receptor signaling pathway
15387	hsa04621	107181291	NOD-like receptor signaling pathway
15388	hsa04621	10910	NOD-like receptor signaling pathway
15389	hsa04621	11035	NOD-like receptor signaling pathway
15390	hsa04621	11337	NOD-like receptor signaling pathway
15391	hsa04621	11345	NOD-like receptor signaling pathway
15392	hsa04621	114548	NOD-like receptor signaling pathway
15393	hsa04621	1147	NOD-like receptor signaling pathway
15394	hsa04621	114769	NOD-like receptor signaling pathway
15395	hsa04621	115361	NOD-like receptor signaling pathway
15396	hsa04621	115362	NOD-like receptor signaling pathway
