KEGGID	ENTREZID	DESCRPTION
573	hsa00190	54539	Oxidative phosphorylation
574	hsa00190	5464	Oxidative phosphorylation
575	hsa00190	55967	Oxidative phosphorylation
576	hsa00190	56901	Oxidative phosphorylation
577	hsa00190	6389	Oxidative phosphorylation
578	hsa00190	6390	Oxidative phosphorylation
579	hsa00190	6391	Oxidative phosphorylation
580	hsa00190	6392	Oxidative phosphorylation
581	hsa00190	64077	Oxidative phosphorylation
582	hsa00190	7381	Oxidative phosphorylation
583	hsa00190	7384	Oxidative phosphorylation
584	hsa00190	7385	Oxidative phosphorylation
585	hsa00190	7386	Oxidative phosphorylation
586	hsa00190	7388	Oxidative phosphorylation
587	hsa00190	84701	Oxidative phosphorylation
588	hsa00190	8992	Oxidative phosphorylation
589	hsa00190	90423	Oxidative phosphorylation
590	hsa00190	9114	Oxidative phosphorylation
591	hsa00190	9167	Oxidative phosphorylation
592	hsa00190	9296	Oxidative phosphorylation
593	hsa00190	9377	Oxidative phosphorylation
594	hsa00190	9550	Oxidative phosphorylation
595	hsa00190	9551	Oxidative phosphorylation
596	hsa00220	100526760	Arginine biosynthesis
597	hsa00220	1373	Arginine biosynthesis
598	hsa00220	137362	Arginine biosynthesis
599	hsa00220	162417	Arginine biosynthesis
600	hsa00220	27165	Arginine biosynthesis
601	hsa00220	2744	Arginine biosynthesis
602	hsa00220	2746	Arginine biosynthesis
603	hsa00220	2747	Arginine biosynthesis
604	hsa00220	2752	Arginine biosynthesis
605	hsa00220	2805	Arginine biosynthesis
606	hsa00220	2806	Arginine biosynthesis
607	hsa00220	2875	Arginine biosynthesis
608	hsa00220	383	Arginine biosynthesis
609	hsa00220	384	Arginine biosynthesis
610	hsa00220	435	Arginine biosynthesis
611	hsa00220	445	Arginine biosynthesis
612	hsa00220	4842	Arginine biosynthesis
613	hsa00220	4843	Arginine biosynthesis
614	hsa00220	4846	Arginine biosynthesis
615	hsa00220	5009	Arginine biosynthesis
616	hsa00220	84706	Arginine biosynthesis
617	hsa00220	95	Arginine biosynthesis
618	hsa00230	100	Purine metabolism
619	hsa00230	100526794	Purine metabolism
620	hsa00230	10201	Purine metabolism
621	hsa00230	102157402	Purine metabolism
622	hsa00230	10606	Purine metabolism
623	hsa00230	107	Purine metabolism
624	hsa00230	108	Purine metabolism
625	hsa00230	10846	Purine metabolism
626	hsa00230	109	Purine metabolism
627	hsa00230	111	Purine metabolism
628	hsa00230	11164	Purine metabolism
629	hsa00230	112	Purine metabolism
630	hsa00230	113	Purine metabolism
631	hsa00230	114	Purine metabolism
632	hsa00230	115	Purine metabolism
633	hsa00230	115024	Purine metabolism
634	hsa00230	122481	Purine metabolism
635	hsa00230	122622	Purine metabolism
636	hsa00230	124583	Purine metabolism
637	hsa00230	131870	Purine metabolism
638	hsa00230	132	Purine metabolism
639	hsa00230	158	Purine metabolism
640	hsa00230	158067	Purine metabolism
641	hsa00230	159	Purine metabolism
642	hsa00230	1633	Purine metabolism
643	hsa00230	1716	Purine metabolism
644	hsa00230	196883	Purine metabolism
645	hsa00230	203	Purine metabolism
646	hsa00230	204	Purine metabolism
647	hsa00230	205	Purine metabolism
648	hsa00230	221264	Purine metabolism
649	hsa00230	221823	Purine metabolism
650	hsa00230	2272	Purine metabolism
651	hsa00230	22875	Purine metabolism
652	hsa00230	22978	Purine metabolism
653	hsa00230	2618	Purine metabolism
654	hsa00230	26289	Purine metabolism
655	hsa00230	270	Purine metabolism
656	hsa00230	271	Purine metabolism
657	hsa00230	27115	Purine metabolism
658	hsa00230	272	Purine metabolism
659	hsa00230	2766	Purine metabolism
660	hsa00230	2977	Purine metabolism
661	hsa00230	2982	Purine metabolism
662	hsa00230	2983	Purine metabolism
663	hsa00230	2984	Purine metabolism
664	hsa00230	2986	Purine metabolism
665	hsa00230	2987	Purine metabolism
666	hsa00230	29922	Purine metabolism
667	hsa00230	3000	Purine metabolism
668	hsa00230	30833	Purine metabolism
669	hsa00230	318	Purine metabolism
670	hsa00230	3251	Purine metabolism
671	hsa00230	353	Purine metabolism
672	hsa00230	3614	Purine metabolism
673	hsa00230	3615	Purine metabolism
674	hsa00230	3704	Purine metabolism
675	hsa00230	374659	Purine metabolism
676	hsa00230	377841	Purine metabolism
677	hsa00230	390877	Purine metabolism
678	hsa00230	471	Purine metabolism
679	hsa00230	4830	Purine metabolism
680	hsa00230	4831	Purine metabolism
681	hsa00230	4832	Purine metabolism
682	hsa00230	4833	Purine metabolism
683	hsa00230	4860	Purine metabolism
684	hsa00230	4881	Purine metabolism
685	hsa00230	4882	Purine metabolism
686	hsa00230	4907	Purine metabolism
687	hsa00230	50484	Purine metabolism
688	hsa00230	50808	Purine metabolism
689	hsa00230	50940	Purine metabolism
690	hsa00230	51251	Purine metabolism
691	hsa00230	51292	Purine metabolism
692	hsa00230	5136	Purine metabolism
693	hsa00230	5137	Purine metabolism
694	hsa00230	5138	Purine metabolism
695	hsa00230	5139	Purine metabolism
696	hsa00230	5140	Purine metabolism
697	hsa00230	5141	Purine metabolism
698	hsa00230	5142	Purine metabolism
699	hsa00230	5143	Purine metabolism
700	hsa00230	5144	Purine metabolism
701	hsa00230	5145	Purine metabolism
702	hsa00230	5146	Purine metabolism
703	hsa00230	5147	Purine metabolism
704	hsa00230	5148	Purine metabolism
705	hsa00230	5149	Purine metabolism
706	hsa00230	5150	Purine metabolism
707	hsa00230	5151	Purine metabolism
708	hsa00230	5152	Purine metabolism
709	hsa00230	5153	Purine metabolism
710	hsa00230	5158	Purine metabolism
711	hsa00230	5167	Purine metabolism
712	hsa00230	5169	Purine metabolism
713	hsa00230	51816	Purine metabolism
714	hsa00230	5198	Purine metabolism
715	hsa00230	5236	Purine metabolism
716	hsa00230	5313	Purine metabolism
717	hsa00230	5315	Purine metabolism
718	hsa00230	53343	Purine metabolism
719	hsa00230	5471	Purine metabolism
720	hsa00230	55276	Purine metabolism
721	hsa00230	55811	Purine metabolism
722	hsa00230	55821	Purine metabolism
723	hsa00230	5631	Purine metabolism
724	hsa00230	5634	Purine metabolism
725	hsa00230	56953	Purine metabolism
726	hsa00230	56985	Purine metabolism
727	hsa00230	58497	Purine metabolism
728	hsa00230	6240	Purine metabolism
729	hsa00230	6241	Purine metabolism
730	hsa00230	646625	Purine metabolism
731	hsa00230	654364	Purine metabolism
732	hsa00230	7498	Purine metabolism
733	hsa00230	84284	Purine metabolism
734	hsa00230	84618	Purine metabolism
735	hsa00230	8622	Purine metabolism
736	hsa00230	8654	Purine metabolism
737	hsa00230	8833	Purine metabolism
738	hsa00230	9060	Purine metabolism
739	hsa00230	9061	Purine metabolism
740	hsa00230	93034	Purine metabolism
741	hsa00230	953	Purine metabolism
742	hsa00230	954	Purine metabolism
743	hsa00230	955	Purine metabolism
744	hsa00230	956	Purine metabolism
745	hsa00230	957	Purine metabolism
746	hsa00230	9583	Purine metabolism
747	hsa00230	9615	Purine metabolism
748	hsa00232	10	Caffeine metabolism
749	hsa00232	1544	Caffeine metabolism
750	hsa00232	1548	Caffeine metabolism
751	hsa00232	1549	Caffeine metabolism
752	hsa00232	7498	Caffeine metabolism
753	hsa00232	9	Caffeine metabolism
754	hsa00240	100526794	Pyrimidine metabolism
755	hsa00240	10201	Pyrimidine metabolism
756	hsa00240	115024	Pyrimidine metabolism
757	hsa00240	124583	Pyrimidine metabolism
758	hsa00240	129607	Pyrimidine metabolism
759	hsa00240	139596	Pyrimidine metabolism
760	hsa00240	1503	Pyrimidine metabolism
761	hsa00240	151531	Pyrimidine metabolism
762	hsa00240	1633	Pyrimidine metabolism
763	hsa00240	1635	Pyrimidine metabolism
764	hsa00240	1723	Pyrimidine metabolism
765	hsa00240	1806	Pyrimidine metabolism
766	hsa00240	1807	Pyrimidine metabolism
767	hsa00240	1841	Pyrimidine metabolism
768	hsa00240	1854	Pyrimidine metabolism
769	hsa00240	1890	Pyrimidine metabolism
770	hsa00240	221264	Pyrimidine metabolism
771	hsa00240	22978	Pyrimidine metabolism
772	hsa00240	29922	Pyrimidine metabolism
773	hsa00240	30833	Pyrimidine metabolism
774	hsa00240	318	Pyrimidine metabolism
775	hsa00240	377841	Pyrimidine metabolism
776	hsa00240	4830	Pyrimidine metabolism
777	hsa00240	4831	Pyrimidine metabolism
778	hsa00240	4832	Pyrimidine metabolism
779	hsa00240	4833	Pyrimidine metabolism
780	hsa00240	4860	Pyrimidine metabolism
781	hsa00240	4907	Pyrimidine metabolism
782	hsa00240	50484	Pyrimidine metabolism
783	hsa00240	51251	Pyrimidine metabolism
784	hsa00240	5167	Pyrimidine metabolism
785	hsa00240	5169	Pyrimidine metabolism
786	hsa00240	51727	Pyrimidine metabolism
787	hsa00240	51733	Pyrimidine metabolism
788	hsa00240	54963	Pyrimidine metabolism
789	hsa00240	56474	Pyrimidine metabolism
790	hsa00240	56953	Pyrimidine metabolism
791	hsa00240	6240	Pyrimidine metabolism
792	hsa00240	6241	Pyrimidine metabolism
793	hsa00240	654364	Pyrimidine metabolism
794	hsa00240	7083	Pyrimidine metabolism
795	hsa00240	7084	Pyrimidine metabolism
796	hsa00240	7298	Pyrimidine metabolism
797	hsa00240	7371	Pyrimidine metabolism
798	hsa00240	7372	Pyrimidine metabolism
799	hsa00240	7378	Pyrimidine metabolism
800	hsa00240	790	Pyrimidine metabolism
801	hsa00240	79077	Pyrimidine metabolism
802	hsa00240	83549	Pyrimidine metabolism
803	hsa00240	84618	Pyrimidine metabolism
804	hsa00240	93034	Pyrimidine metabolism
805	hsa00240	953	Pyrimidine metabolism
806	hsa00240	955	Pyrimidine metabolism
807	hsa00240	956	Pyrimidine metabolism
808	hsa00240	957	Pyrimidine metabolism
809	hsa00240	9583	Pyrimidine metabolism
810	hsa00240	978	Pyrimidine metabolism
811	hsa00250	122622	Alanine, aspartate and glutamate metabolism
812	hsa00250	1373	Alanine, aspartate and glutamate metabolism
813	hsa00250	137362	Alanine, aspartate and glutamate metabolism
814	hsa00250	158	Alanine, aspartate and glutamate metabolism
815	hsa00250	159	Alanine, aspartate and glutamate metabolism
816	hsa00250	18	Alanine, aspartate and glutamate metabolism
817	hsa00250	189	Alanine, aspartate and glutamate metabolism
818	hsa00250	2346	Alanine, aspartate and glutamate metabolism
819	hsa00250	2571	Alanine, aspartate and glutamate metabolism
820	hsa00250	2572	Alanine, aspartate and glutamate metabolism
821	hsa00250	259307	Alanine, aspartate and glutamate metabolism
822	hsa00250	2673	Alanine, aspartate and glutamate metabolism
823	hsa00250	27165	Alanine, aspartate and glutamate metabolism
824	hsa00250	2744	Alanine, aspartate and glutamate metabolism
825	hsa00250	2746	Alanine, aspartate and glutamate metabolism
826	hsa00250	2747	Alanine, aspartate and glutamate metabolism
827	hsa00250	2752	Alanine, aspartate and glutamate metabolism
828	hsa00250	2805	Alanine, aspartate and glutamate metabolism
829	hsa00250	2806	Alanine, aspartate and glutamate metabolism
830	hsa00250	284716	Alanine, aspartate and glutamate metabolism
831	hsa00250	2875	Alanine, aspartate and glutamate metabolism
832	hsa00250	339983	Alanine, aspartate and glutamate metabolism
833	hsa00250	435	Alanine, aspartate and glutamate metabolism
834	hsa00250	440	Alanine, aspartate and glutamate metabolism
835	hsa00250	443	Alanine, aspartate and glutamate metabolism
836	hsa00250	445	Alanine, aspartate and glutamate metabolism
837	hsa00250	5471	Alanine, aspartate and glutamate metabolism
838	hsa00250	56954	Alanine, aspartate and glutamate metabolism
839	hsa00250	57494	Alanine, aspartate and glutamate metabolism
840	hsa00250	64902	Alanine, aspartate and glutamate metabolism
841	hsa00250	790	Alanine, aspartate and glutamate metabolism
842	hsa00250	7915	Alanine, aspartate and glutamate metabolism
843	hsa00250	80150	Alanine, aspartate and glutamate metabolism
844	hsa00250	84706	Alanine, aspartate and glutamate metabolism
845	hsa00250	8528	Alanine, aspartate and glutamate metabolism
846	hsa00250	8659	Alanine, aspartate and glutamate metabolism
847	hsa00250	9945	Alanine, aspartate and glutamate metabolism
848	hsa00260	102724560	Glycine, serine and threonine metabolism
849	hsa00260	10993	Glycine, serine and threonine metabolism
850	hsa00260	113675	Glycine, serine and threonine metabolism
851	hsa00260	132158	Glycine, serine and threonine metabolism
852	hsa00260	1491	Glycine, serine and threonine metabolism
853	hsa00260	1610	Glycine, serine and threonine metabolism
854	hsa00260	1738	Glycine, serine and threonine metabolism
855	hsa00260	1757	Glycine, serine and threonine metabolism
856	hsa00260	189	Glycine, serine and threonine metabolism
857	hsa00260	211	Glycine, serine and threonine metabolism
858	hsa00260	212	Glycine, serine and threonine metabolism
859	hsa00260	23464	Glycine, serine and threonine metabolism
860	hsa00260	2593	Glycine, serine and threonine metabolism
861	hsa00260	26227	Glycine, serine and threonine metabolism
862	hsa00260	2628	Glycine, serine and threonine metabolism
863	hsa00260	2653	Glycine, serine and threonine metabolism
864	hsa00260	27232	Glycine, serine and threonine metabolism
865	hsa00260	2731	Glycine, serine and threonine metabolism
866	hsa00260	275	Glycine, serine and threonine metabolism
867	hsa00260	29958	Glycine, serine and threonine metabolism
868	hsa00260	29968	Glycine, serine and threonine metabolism
869	hsa00260	314	Glycine, serine and threonine metabolism
870	hsa00260	4128	Glycine, serine and threonine metabolism
871	hsa00260	4129	Glycine, serine and threonine metabolism
872	hsa00260	441531	Glycine, serine and threonine metabolism
873	hsa00260	501	Glycine, serine and threonine metabolism
874	hsa00260	51268	Glycine, serine and threonine metabolism
875	hsa00260	5223	Glycine, serine and threonine metabolism
876	hsa00260	5224	Glycine, serine and threonine metabolism
877	hsa00260	55349	Glycine, serine and threonine metabolism
878	hsa00260	5723	Glycine, serine and threonine metabolism
879	hsa00260	635	Glycine, serine and threonine metabolism
880	hsa00260	63826	Glycine, serine and threonine metabolism
881	hsa00260	6470	Glycine, serine and threonine metabolism
882	hsa00260	6472	Glycine, serine and threonine metabolism
883	hsa00260	64902	Glycine, serine and threonine metabolism
884	hsa00260	669	Glycine, serine and threonine metabolism
885	hsa00260	8639	Glycine, serine and threonine metabolism
886	hsa00260	875	Glycine, serine and threonine metabolism
887	hsa00260	9380	Glycine, serine and threonine metabolism
888	hsa00270	102724560	Cysteine and methionine metabolism
889	hsa00270	1036	Cysteine and methionine metabolism
890	hsa00270	10768	Cysteine and methionine metabolism
891	hsa00270	10993	Cysteine and methionine metabolism
892	hsa00270	113675	Cysteine and methionine metabolism
893	hsa00270	137362	Cysteine and methionine metabolism
894	hsa00270	1491	Cysteine and methionine metabolism
895	hsa00270	160287	Cysteine and methionine metabolism
896	hsa00270	1786	Cysteine and methionine metabolism
897	hsa00270	1788	Cysteine and methionine metabolism
898	hsa00270	1789	Cysteine and methionine metabolism
899	hsa00270	191	Cysteine and methionine metabolism
900	hsa00270	23382	Cysteine and methionine metabolism
901	hsa00270	23743	Cysteine and methionine metabolism
902	hsa00270	259307	Cysteine and methionine metabolism
903	hsa00270	262	Cysteine and methionine metabolism
904	hsa00270	26227	Cysteine and methionine metabolism
905	hsa00270	2729	Cysteine and methionine metabolism
906	hsa00270	2730	Cysteine and methionine metabolism
907	hsa00270	27430	Cysteine and methionine metabolism
908	hsa00270	2805	Cysteine and methionine metabolism
909	hsa00270	2806	Cysteine and methionine metabolism
910	hsa00270	2937	Cysteine and methionine metabolism
911	hsa00270	29968	Cysteine and methionine metabolism
912	hsa00270	3939	Cysteine and methionine metabolism
913	hsa00270	3945	Cysteine and methionine metabolism
914	hsa00270	3948	Cysteine and methionine metabolism
915	hsa00270	4143	Cysteine and methionine metabolism
916	hsa00270	4144	Cysteine and methionine metabolism
917	hsa00270	4190	Cysteine and methionine metabolism
918	hsa00270	4191	Cysteine and methionine metabolism
919	hsa00270	4357	Cysteine and methionine metabolism
920	hsa00270	4507	Cysteine and methionine metabolism
921	hsa00270	4548	Cysteine and methionine metabolism
922	hsa00270	51074	Cysteine and methionine metabolism
923	hsa00270	55256	Cysteine and methionine metabolism
924	hsa00270	56267	Cysteine and methionine metabolism
925	hsa00270	58478	Cysteine and methionine metabolism
926	hsa00270	586	Cysteine and methionine metabolism
927	hsa00270	587	Cysteine and methionine metabolism
928	hsa00270	635	Cysteine and methionine metabolism
929	hsa00270	64902	Cysteine and methionine metabolism
930	hsa00270	6611	Cysteine and methionine metabolism
931	hsa00270	6723	Cysteine and methionine metabolism
932	hsa00270	6898	Cysteine and methionine metabolism
933	hsa00270	7263	Cysteine and methionine metabolism
934	hsa00270	84245	Cysteine and methionine metabolism
935	hsa00270	875	Cysteine and methionine metabolism
936	hsa00270	883	Cysteine and methionine metabolism
937	hsa00270	92483	Cysteine and methionine metabolism
938	hsa00280	10449	Valine, leucine and isoleucine degradation
939	hsa00280	11112	Valine, leucine and isoleucine degradation
940	hsa00280	1629	Valine, leucine and isoleucine degradation
941	hsa00280	1738	Valine, leucine and isoleucine degradation
942	hsa00280	18	Valine, leucine and isoleucine degradation
943	hsa00280	1892	Valine, leucine and isoleucine degradation
944	hsa00280	1962	Valine, leucine and isoleucine degradation
945	hsa00280	197322	Valine, leucine and isoleucine degradation
946	hsa00280	217	Valine, leucine and isoleucine degradation
947	hsa00280	219	Valine, leucine and isoleucine degradation
948	hsa00280	223	Valine, leucine and isoleucine degradation
949	hsa00280	224	Valine, leucine and isoleucine degradation
950	hsa00280	259307	Valine, leucine and isoleucine degradation
951	hsa00280	26275	Valine, leucine and isoleucine degradation
952	hsa00280	27034	Valine, leucine and isoleucine degradation
953	hsa00280	30	Valine, leucine and isoleucine degradation
954	hsa00280	3028	Valine, leucine and isoleucine degradation
